ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket
S614.2,2026-07-09,5688 SAND PINE TER,The Village of Fenney,309900,250878,79
S743.2,2026-07-09,4894 JOHN CRAMER CIR,The Village of Chitty Chatty,285900,250692,79
S140V.17,2026-07-09,5933 PHEIL PATH,The Village of Hammock at Fenney,1549900,250886,79
L7.1170,2026-07-10,1618 KILEY CT,The Village of Country Club Hills,240000,250881,78
L78V.26,2026-07-10,707 CHERRY CREEK WAY,The Village of Dabney,975000,250808,78
L80V.49,2026-07-10,690 FORTNIER ST,The Village of Dabney,315000,250908,78
L83V.17,2026-07-10,7551 HAGEMEYER PL,The Village of Dabney,499999,250879,78
S135.181,2026-07-10,2558 HAVANA TRL,The Village of Hadley,399000,250907,78
S35.111,2026-07-11,3224 WILLIAMS RD,The Village of Polo Ridge,479000,250912,77
S20.44,2026-07-11,2116 SANSORES ST,The Village Santo Domingo,495000,250871,77
L4.475,2026-07-11,808 SHARON DR,The Village of Silver Lake,177711,250932,77
S83.28,2026-07-11,2209 BERNARD LN,The Village of Ashland,324900,250887,77
S96.69,2026-07-11,1324 MOUNT VERNON WAY,The Village of Liberty Park,275000,250903,77
S618.44,2026-07-11,2520 HUBBS ST,The Village of DeSoto,299000,250906,77
S72V.34,2026-07-11,594 NIELSEN PL,The Village of Citrus Grove,635000,250831,77
S239V.32,2026-07-11,7422 GATES LN,The Village of Shady Brook,299900,250920,77
L10.2013,2026-07-12,1525 E SCHWARTZ BLVD,The Village of Country Club Hills,159900,250774,76
S617.26,2026-07-12,5789 EMERSON CT,The Village of Fenney,369500,250897,76
S13F.88,2026-07-12,5654 BARNHILL LN,The Village of Hammock at Fenney,599000,250909,76
S214V.18,2026-07-12,1697 BATTERBEE DR,The Village of Moultrie Creek,309000,250824,76
S207.25,2026-07-13,2951 BONIFAY PATH,The Village of Fernandina at MacClenny,1250000,250944,75
S833.326,2026-07-14,11409 ZIMMERMAN PATH,Oxford Oaks - Family Neighborhood,749500,250939,74
S217V.27,2026-07-14,1659 MCMURTRIE LOOP,The Village of Moultrie Creek,989900,250946,74
S142.16,2026-07-15,1211 WESTMORELAND LOOP,The Village of Duval,389000,250744,73
S143.57,2026-07-15,2673 BECKETT RUN,The Village of Hemingway,495000,250937,73
S152.113,2026-07-15,1823 BARKSDALE DR,The Village of St. James,498000,250858,73
S138V.70,2026-07-15,3822 WENK PL,The Village of Hammock at Fenney,259500,250938,73
S105V.3,2026-07-15,4592 SHOCKOE CIR,The Village of Richmond,677711,250933,73
S211V.6,2026-07-15,7577 BLACKTON AVE,The Village of Moultrie Creek,359900,250951,73
L10.2224,2026-07-16,1630 CYPRESS PT,The Village of Country Club Hills,234500,250900,72
L11.2815,2026-07-16,619 SAINT ANDREWS BLVD,The Village of Country Club Hills,219000,250964,72
M52.44,2026-07-16,9525 SE 171ST ARGYLL ST,The Village of Woodbury,299900,250850,72
S166.112,2026-07-16,1972 ASHWOOD RUN,The Village of Pennecamp,364900,250973,72
S20V.56,2026-07-16,5300 DYER CT,The Village of Marsh Bend,415000,250955,72
S31V.102,2026-07-16,4814 STEELE PATH,The Village of DeLuna,749900,250959,72
S137V.1,2026-07-16,4173 SILVANA WAY,The Village of DeLuna,575000,249664,72
S127V.42,2026-07-16,3372 CLARA CT,The Village of DeLuna,329000,250949,72
S46V.196,2026-07-16,5417 BEDNARIK PL,The Village of Bradford,579900,250790,72
S74V.83,2026-07-16,659 BROADERICK CT,The Village of Citrus Grove,405000,250969,72
S90V.29,2026-07-16,5816 EOLA PL,The Village of Hawkins,484900,250931,72
L75V.19,2026-07-16,7420 RAVINE RD,The Village of Dabney,277711,250967,72
S206V.48,2026-07-16,7755 BRIAN ETHEREDGE WAY,The Village of Moultrie Creek,539900,250940,72
S4.336,2026-07-17,245 JUAREZ WAY,The Village Rio Ponderosa,299000,250948,71
M65.69,2026-07-17,16559 SE 77TH NORTHRIDGE CT,The Village of Calumet Grove,549000,250755,71
S105.55,2026-07-17,841 SCOTT ST,The Village of Bridgeport at Lake Sumter,900000,250899,71
S225.32,2026-07-17,1969 ALTAIR PATH,The Village of Pinellas,1199900,250965,71
S232.7,2026-07-17,2459 MCLIN LN,The Village of Collier,888000,250962,71
S71V.171,2026-07-17,560 CAPUTO CT,The Village of Citrus Grove,559900,250942,71
L63V.70,2026-07-17,1402 GUILLERMINA LOOP,The Village of Lake Denham,349900,250979,71
L74V.27,2026-07-17,890 MORLEY AVE,The Village of Dabney,332900,250883,71
S162V.31,2026-07-17,6575 EDENFIELD RUN,The Village of Edenfield,1100000,250802,71
S2.70,2026-07-18,1304 PEDRO CT,The Village Rio Grande,299589,250972,70
M47.62,2026-07-18,9385 SE 177TH SIMONS LN,The Village of Springdale,310000,250971,70
S70.35,2026-07-18,394 KINGSTON WAY,The Village of Winifred,449500,250982,70
S661.31,2026-07-18,2121 CLARENDON CT,The Village of Liberty Park,449900,250974,70
S700.18,2026-07-18,605 LACY PL,The Village of Amelia,339900,250925,70
S968.57,2026-07-18,1298 TAMBOURINE TER,The Village of Dunedin,439000,250991,70
S183.76,2026-07-18,401 INK SPOT WAY,The Village of Labelle,560000,250915,70
S100V.17,2026-07-18,4838 NOREEN CT,The Village of St. Johns,334900,250941,70
S105V.110,2026-07-18,2627 MAYMONT CT,The Village of Richmond,535000,250987,70
S110V.27,2026-07-18,2861 OSBORNE ST,The Village of Richmond,379900,250985,70
S218V.45,2026-07-18,1467 MESSER AVE,The Village of Shady Brook,795000,250853,70
S78.33,2026-07-19,2828 PLAINRIDGE LOOP,The Village of Belvedere,319000,250983,69
S959.7,2026-07-19,3401 CARRABELLE CT,The Village of Collier,269000,250970,69
S105V.114,2026-07-19,2653 MAYMONT CT,The Village of Richmond,379900,250975,69
L65V.24,2026-07-19,6974 LAWRENCEVILLE WAY,The Village of Lake Denham,474900,250928,69
S190V.13,2026-07-19,1792 EMMIT TER,The Village of Oak Hollow,749000,250994,69
S230V.45,2026-07-19,1351 HEARNS LOOP,The Village of Shady Brook,422000,250952,69
L10.2319,2026-07-20,1555 HILLCREST DR,The Village of Country Club Hills,199990,250990,68
S33.340,2026-07-20,3008 SPRINGFIELD LN,The Village of Glenbrook,375000,250929,68
S150.89,2026-07-20,2087 DOVE HOLLOW RUN,The Village of St. Charles,429900,250600,68
S208.67,2026-07-20,1284 QUAIL CT,The Village of Fernandina,775000,251003,68
S61V.15,2026-07-20,1059 JANA CT,The Village of Bradford,284900,251002,68
L83V.4,2026-07-20,489 VERLANDER ST,The Village of Dabney,799000,250997,68
S106.107,2026-07-21,930 GOOSE CRK,The Village of Virginia Trace,399900,250655,67
S147.20,2026-07-21,1672 GUMWOOD DR,The Village of Duval,424000,250954,67
S109V.3,2026-07-21,2919 POWHITE PL,The Village of Richmond,599000,250943,67
S217V.19,2026-07-21,1621 MCMURTRIE LOOP,The Village of Moultrie Creek,1295000,250989,67
S162V.27,2026-07-21,6559 EDENFIELD RUN,The Village of Edenfield,1329000,251004,67
S809.16,2026-07-22,1921 FIDDLEWOOD PL,The Village of Pennecamp,414500,250956,66
S966.92,2026-07-22,3723 ROBERTSON WAY,The Village of Collier at Antrim Dells,615555,251018,66
S195.97,2026-07-22,476 DELFIN RD,The Village of Osceola Hills,530000,250811,66
S3M.51,2026-07-22,7832 GERSHANECK CIR,Middleton - Family Neighborhood,729316,251020,66
L11.2822,2026-07-23,1606 PINEHURST DR,The Village of Country Club Hills,209900,250976,65
S238.11,2026-07-23,2351 BATON PL,The Village of Bonnybrook,249000,250923,65
S126.281,2026-07-23,493 LITTLE RIVER PATH,The Village of Mallory Square,399117,250961,65
S189.111,2026-07-23,3961 VIEW PATH,Osceola Hills at Soaring Eagle Preserve,820000,251019,65
S59V.25,2026-07-23,6313 WINDHAM WAY,The Village of Citrus Grove,369000,251024,65
S74V.64,2026-07-23,6111 SKINNER ST,The Village of Citrus Grove,329747,250922,65
S627.19,2026-07-23,3591 GROUBY RD,The Village of Hammock at Fenney,324999,250993,65
S227V.43,2026-07-23,1641 KAREN PERKINS ST,The Village of Shady Brook,380000,250947,65
S175V.19,2026-07-23,6356 DON EILEEN TER,The Village of Well Point,900000,251030,65
S167V.12,2026-07-23,6758 MEARS AVE,The Village of LaGrange,325612,251015,65
M228.31,2026-07-24,8346 SE 167TH FORSYTH ST,The Village of Briar Meadow,374900,250996,64
S98.76,2026-07-24,1393 ABERCROMBIE WAY,The Village of Liberty Park,389000,250892,64
S199.113,2026-07-24,3499 FIELDSTONE PATH,The Village of Charlotte,549000,250803,64
S958.41,2026-07-24,639 VAGABOND ST,The Village of Osceola Hills,329500,250921,64
S14V.19,2026-07-24,6056 DADEO PL,The Village of McClure,479900,251000,64
S48V.86,2026-07-24,5786 MARUSEK AVE,The Village of St. Catherine,360000,251028,64
S4M.20,2026-07-24,7362 CATINAZZO CT,Middleton - Family Neighborhood,229000,251001,64
S19.75,2026-07-25,2022 CRISTO RD,The Village Santo Domingo,330316,251036,63
S68.25,2026-07-25,1094 BLYTHE WAY,The Village of Summerhill,299900,251012,63
S643.37,2026-07-25,1773 CHILTON CT,The Village of Winifred,399000,251026,63
S126.54,2026-07-25,1743 MONCKS COR,The Village of Mallory Square,985000,250613,63
S150.37,2026-07-25,2323 FOGGY BROOK LOOP,The Village of St. Charles,499000,250656,63
S155.43,2026-07-25,2485 ANSLEY PATH,The Village of Tamarind Grove,392500,251045,63
S971.16,2026-07-25,675 TOQUERO ST,Haciendas of Mission Hills,450000,250880,63
S189.116,2026-07-25,3937 VIEW PATH,Osceola Hills at Soaring Eagle Preserve,540000,250469,63
S958.4,2026-07-25,640 VAGABOND ST,The Village of Osceola Hills,294900,251054,63
L29.12,2026-07-25,3239 PETERSON PL,The Village of Pine Hills,489900,250957,63
S71V.65,2026-07-25,6335 MERHOTTEIN LOOP,The Village of Citrus Grove,1325000,251044,63
S88V.120,2026-07-25,5737 JOSEPHINE CT,The Village of Hawkins,499000,251021,63
S91V.53,2026-07-25,1467 JOSHUA CT,The Village of Hawkins,315000,251047,63
S96V.50,2026-07-25,5450 LACROIX TER,The Village of St. Johns,349800,250999,63
S97V.34,2026-07-25,1966 DETWILER LN,The Village of St. Johns,359900,250936,63
S112V.42,2026-07-25,3910 TOWANA LOOP,The Village of Richmond,599000,251029,63
L74V.49,2026-07-25,7270 CORNWALL WAY,The Village of Dabney,439000,250926,63
S244V.43,2026-07-25,7322 ERNEST AVE,The Village of Waters Edge,549000,250868,63
S157.127,2026-07-26,2141 ARROBES PL,The Village of Buttonwood,459000,251038,62
S740.21,2026-07-26,1736 ARNOLD RD,The Village of Monarch Grove,315000,250930,62
S181V.30,2026-07-26,1596 AIDEN AVE,The Village of Oak Hollow,299900,251052,62
S236V.16,2026-07-26,1271 KISH CT,The Village of Waters Edge,334900,250992,62
S79.146,2026-07-27,2717 MARSTON WAY,The Village of Belvedere,529600,251075,61
S205.199,2026-07-27,1174 ALLAIRE LOOP,The Village of Fernandina,525007,251070,61
S715.58,2026-07-27,2646 DARTFORD TER,The Village of Hadley,519000,251063,61
S216.117,2026-07-27,1709 MERRY RD,The Village of Hillsborough,415000,251074,61
S239V.33,2026-07-27,7418 GATES LN,The Village of Shady Brook,339500,251068,61
S50V.63,2026-07-27,5778 BARRAW TER,The Village of St. Catherine,389000,251032,61
S25.100,2026-07-27,1504 BARRERA CT,The Village Santo Domingo,330000,251073,61
S1F.1,2026-07-28,5596 BLUEBIRD LN,The Village of Fenney,799000,251014,60
S19V.6,2026-07-28,2280 CLYMER CT,The Village of McClure,815000,250661,60
S110V.95,2026-07-28,2919 CHIMBORAZO WAY,The Village of Richmond,409900,251040,60
S233V.5,2026-07-28,1315 TEGAN TER,The Village of Waters Edge,296750,251079,60
S750.59,2026-07-29,5087 NE 121ST AVE,Bison Valley - Family Neighborhood,399711,251055,59
S47V.46,2026-07-29,924 MAYNARD PATH,The Village of Bradford,899500,251069,59
S105.13,2026-07-29,1176 RUSSELL LOOP,The Village of Bridgeport at Lake Sumter,4835000,251087,59
S731.42,2026-07-29,2805 CHRISTOPHER CT,The Village of DeLuna,369000,251061,59
S137V.20,2026-07-29,3505 SANDRA ST,The Village of DeLuna,449500,251049,59
S96.8,2026-07-29,1284 TRELLIS LN,The Village of Liberty Park,364000,251080,59
L48V.73,2026-07-29,6695 GARNER PATH,The Village of Newell,549900,251083,59
L30.102,2026-07-29,842 CLIFFORD CT,The Village of Pine Hills,639000,251076,59
S105V.145,2026-07-29,4418 SHOCKOE CIR,The Village of Richmond,419000,251086,59
S142V.15,2026-07-29,2587 COMMERCE CT,The Village of Richmond,799999,251042,59
S102V.33,2026-07-29,4617 CYNTHIA ST,The Village of St. Johns,945000,251011,59
S177V.17,2026-07-29,6260 ZACH CT,The Village of Well Point,499000,251084,59
S150V.7,2026-07-29,6185 RAWLINS RD,The Village of Well Point,425000,251090,59
S973.40,2026-07-30,2992 BEADLE PLACE,The Village of Collier at Atwood Bungalows,484000,251048,58
S4F.44,2026-07-30,5617 SEA GRAPES WAY,The Village of Fenney,619333,250894,58
S213V.23,2026-07-30,1681 CADORETTE DR,The Village of Moultrie Creek,389000,251006,58
L36.108,2026-07-30,3217 WEBSTER WAY,The Village of Pine Ridge,399000,250995,58
M51.5,2026-07-30,16910 SE 90TH BREWTON TER,The Village of Woodbury,479900,251064,58
S679.10,2026-07-31,2756 CUTTERS COR,Glen Hollow Farms - Family Neighborhood,1550000,251092,57
S4M.49,2026-07-31,2435 GILLARD WAY,Middleton - Family Neighborhood,225000,250984,57
S141.306,2026-07-31,1195 HOMELAND PARK ST,The Village of Bonita,479000,251088,57
S105.79,2026-07-31,743 EVANS WAY,The Village of Bridgeport at Lake Sumter,1194000,251089,57
S170.2,2026-07-31,2437 BUTTONWOOD RUN,The Village of Buttonwood,789900,251097,57
S71V.115,2026-07-31,6384 DANIELSON LOOP,The Village of Citrus Grove,424500,250945,57
L7.1201,2026-07-31,1645 KILEY CT,The Village of Country Club Hills,289900,251053,57
S7F.126,2026-07-31,6007 DELPHINA LOOP,The Village of DeSoto,649900,251082,57
S36A.3,2026-07-31,5793 HICKEY WAY,The Village of Monarch Grove,349000,250773,57
S221V.17,2026-07-31,1574 JONATHAN WAY,The Village of Shady Brook,369500,251106,57
S97V.35,2026-07-31,1962 DETWILER LN,The Village of St. Johns,419000,251033,57
S159.139,2026-07-31,2444 DIVIDING CREEK PATH,The Village of Tamarind Grove,410000,251034,57
S244V.30,2026-07-31,1375 CROCKTON PL,The Village of Waters Edge,649000,251067,57
S687.96,2026-07-31,241 MONTOYA DR,The Village Rio Ponderosa,245000,251101,57
S726.4,2026-08-01,2823 CADE CT,The Village of Marsh Bend,587655,251057,56
S225.37,2026-08-01,1941 ALTAIR PATH,The Village of Pinellas,1100000,251098,56
S227V.71,2026-08-01,7551 DANIEL COLLINS CT,The Village of Shady Brook,411500,251094,56
L6.965,2026-08-01,426 TARRSON BLVD,The Village of Silver Lake,185000,251109,56
S160.162,2026-08-01,2319 GRENADIER WAY,The Village of Tamarind Grove,429900,251105,56
S232V.12,2026-08-01,7532 SHAWN SCOTT RUN,The Village of Waters Edge,1199000,251099,56
S807.10,2026-08-02,2505 BAYPORT PL,The Village of Buttonwood,275000,251056,55
S969.41,2026-08-02,2897 CHARLEVOIX ST,The Village of Collier at Alden Bungalows,564900,251093,55
S125V.33,2026-08-02,4692 HAYWARD PATH,The Village of DeLuna,1295000,251111,55
S160V.17,2026-08-02,6392 EDENFIELD RUN,The Village of Edenfield,1995000,250019,55
S87V.33,2026-08-02,5479 THOME LOOP,The Village of Hawkins,1299000,251115,55
S710.53,2026-08-02,946 MARGAUX TRL,The Village of Hemingway,285000,251058,55
S10.52,2026-08-02,1509 REDONDO WAY,The Village Rio Ranchero,299900,251059,55
S707.4,2026-08-03,2686 ALANDARI LN,The Village of Duval,324900,251116,54
S177.118,2026-08-03,2929 FRENCH OAK AVE,The Village of Sanibel,479000,251119,54
S647.53,2026-08-04,917 CRYSTAL CT,The Village of Ashland,324900,251123,53
S41.24,2026-08-04,3349 RICHMOND DR,The Village of Belle Aire,499000,251096,53
S46V.81,2026-08-04,5504 DRAY DR,The Village of Bradford,429000,251095,53
S87V.14,2026-08-04,5583 THOME LOOP,The Village of Hawkins,619000,251081,53
L70V.27,2026-08-04,1049 BRINER PL,The Village of Lake Denham,389814,251010,53
S958.58,2026-08-04,618 YBOR LN,The Village of Osceola Hills,299900,251121,53
S229.41,2026-08-04,2974 BUTTERCUP WAY,The Village of Pinellas,499900,251005,53
S103V.28,2026-08-04,2604 DREW CIR,The Village of St. Johns,399000,251060,53
S136.186,2026-08-05,738 ENDICOTT WAY,The Village of Bonita,375000,251041,52
S46V.153,2026-08-05,5392 DRAY DR,The Village of Bradford,389900,251104,52
S805.47,2026-08-05,2558 CARRINGTON CT,The Village of Buttonwood,279900,251131,52
S119V.17,2026-08-05,4515 WHITTINGTON CIR,The Village of DeLuna,1188000,251124,52
S162V.14,2026-08-05,6505 EDENFIELD RUN,The Village of Edenfield,1039000,251017,52
S3F.29,2026-08-05,5539 PASSION FLOWER WAY,The Village of Fenney,789000,251137,52
S220.167,2026-08-05,3592 FIREFLY CT,The Village of Hillsborough,539900,251072,52
S733.2,2026-08-05,1922 RHETT RD,The Village of Linden,299000,251120,52
S22V.13,2026-08-05,2374 PALLADINO PL,The Village of Marsh Bend,585000,251066,52
L6.851,2026-08-05,603 TARRSON BLVD,The Village of Silver Lake,159900,251077,52
L12.2892,2026-08-05,1319 E SCHWARTZ BLVD,The Village of Silver Lake,179900,251138,52
S219V.95,2026-08-06,7711 CHRIS CORLEY LOOP,The Village of Shady Brook,450000,251149,51
S48V.22,2026-08-06,1132 EBLING LOOP,The Village of St. Catherine,629750,251078,51
S4M.19,2026-08-06,7366 CATINAZZO CT,Middleton - Family Neighborhood,260000,251132,51
L84V.16,2026-08-06,564 BEDMINSTER WAY,The Village of Dabney,849000,250608,51
S132V.53,2026-08-06,4274 CASSANDRA CT,The Village of DeLuna,1095000,251085,51
S153V.43,2026-08-06,1389 BRANDON LN,The Village of Edenfield,252685,251128,51
S33.258,2026-08-06,3128 BERWYN WAY,The Village of Glenbrook,559900,251125,51
S83V.42,2026-08-06,1160 ROCKLEDGE RD,The Village of Hawkins,839900,251143,51
L66V.85,2026-08-06,7115 LANGLEY LOOP,The Village of Lake Denham,489500,251108,51
S122.334,2026-08-06,733 CORDOVA CIR,The Village of Largo,649900,251112,51
S97.4,2026-08-06,2056 DARLINGTON DR,The Village of Liberty Park,634900,251013,51
L41V.96,2026-08-06,6476 BRIDGET AVE,The Village of Newell,949000,250816,51
S204.59,2026-08-07,3584 KEELEY CT,The Village of Dunedin,499621,251157,50
S14V.65,2026-08-07,5966 BRITTON DR,The Village of McClure,579900,251148,50
S223V.20,2026-08-07,7903 LOREE WAY,The Village of Shady Brook,330000,251145,50
L4.506,2026-08-07,725 SHARON DR,The Village of Silver Lake,184900,251144,50
S17.77,2026-08-07,1803 SANTANA WAY,The Village Tierra del Sol,725000,250977,50
S2M.6,2026-08-08,7670 PRIDDY WAY,Middleton - Family Neighborhood,789000,251107,49
S2M.158,2026-08-08,2791 FLOWERS ST,Middleton - Family Neighborhood,229900,251127,49
S76.49,2026-08-08,2437 AFTON AVE,The Village of Belvedere,375000,251009,49
S670.22,2026-08-08,284 KATHERINE PL,The Village of Caroline,284724,251133,49
S622.69,2026-08-08,2373 HILL ST,The Village of DeSoto,297000,251152,49
S625.38,2026-08-08,3147 MERRIT LN,The Village of Fenney,398500,251113,49
S732.6,2026-08-08,1976 STENERSON ST,The Village of Linden,499900,251166,49
S202V.32,2026-08-08,7896 KATIE KEITH LOOP,The Village of Moultrie Creek,549000,251135,49
S203V.16,2026-08-08,7697 GRIFFIN LN,The Village of Moultrie Creek,485000,251147,49
L27.13,2026-08-08,3091 KRAMER CT,The Village of Pine Ridge,475000,251129,49
S228V.25,2026-08-08,1386 SLATER AVE,The Village of Shady Brook,359000,250719,49
S815.26,2026-08-08,1867 ENDSLEY CT,The Village of St. Charles,292000,251146,49
S107.124,2026-08-08,1093 NICHOLS TER,The Village of Virginia Trace,499900,251110,49
S237V.31,2026-08-08,1220 LONGENECKER LOOP,The Village of Waters Edge,449000,251163,49
S188V.7,2026-08-09,1727 CRAIG CT,The Village of Oak Hollow,1200000,251140,48
S193.147,2026-08-09,4238 TUSCALOOSA PATH,The Village of Osceola Hills,379000,251159,48
S115V.32,2026-08-09,4258 WIDMANN PL,The Village of Richmond,479900,251165,48
S717.19,2026-08-09,2276 PROSPECT HILL CT,The Village of Bonita,349990,250752,48
S125.35,2026-08-10,1024 MCNAIR TER,The Village of Caroline,545000,250727,47
S733.9,2026-08-10,1950 RHETT RD,The Village of Linden,289000,251172,47
S114V.56,2026-08-10,3944 MUNFORD TER,The Village of Richmond,255000,251179,47
S68V.16,2026-08-11,6202 DINGMAN WAY,The Village of Citrus Grove,294700,251173,46
S237.78,2026-08-11,3753 BARREL LOOP,The Village of Dunedin,539000,251191,46
S90V.57,2026-08-11,1419 TURNER TER,The Village of Hawkins,424900,251171,46
S116.45,2026-08-11,1568 EASTOVER TER,The Village of Mallory Square,419000,251192,46
S127.161,2026-08-12,439 FOSTER PL,The Village of Amelia,339000,251134,45
S131.185,2026-08-12,2161 BALSA CT,The Village of Amelia,325000,251142,45
S141.136,2026-08-12,1313 CENTERVILLE PL,The Village of Bonita,427711,251196,45
S239.34,2026-08-12,2415 WAKEFIELD TER,The Village of Bonnybrook,539900,251154,45
L67V.23,2026-08-12,7130 OVADA TER,The Village of Lake Denham,359900,251151,45
S672.54,2026-08-12,403 CARLISLE CT,The Village of Mallory Square,429850,250968,45
S213V.22,2026-08-12,1685 CADORETTE DR,The Village of Moultrie Creek,489000,251141,45
S213V.39,2026-08-12,1617 CADORETTE DR,The Village of Moultrie Creek,399900,251160,45
S153.80,2026-08-12,2559 BERRINGTON LOOP,The Village of St. James,399900,250981,45
L76V.16,2026-08-13,830 RIVER OAKS CIR,The Village of Dabney,344000,251189,44
S217.13,2026-08-13,3550 AMISH PATH,The Village of Hillsborough,429500,250566,44
S35.22,2026-08-13,3333 WOODRIDGE DR,The Village of Polo Ridge,349000,251035,44
S950.20,2026-08-13,588 FINESSE ST,The Village of Sanibel,395000,251169,44
L4.495,2026-08-13,813 JASON DR,The Village of Silver Lake,219000,251180,44
M46.38,2026-08-13,17671 SE 90TH CLEMSON CIR,The Village of Springdale,549900,251177,44
S698.61,2026-08-13,1811 MARQUEZ LOOP,The Village Palo Alto,319000,251190,44
S10.10,2026-08-13,1519 YUCATAN WAY,The Village Rio Ranchero,318000,251185,44
S170.136,2026-08-14,1797 CHANCEY WAY,The Village of Buttonwood,369000,251207,43
S136V.64,2026-08-14,3514 JOLENE PL,The Village of DeLuna,279000,251206,43
S94V.69,2026-08-14,5658 MELVIN DR,The Village of Hawkins,640000,251183,43
S232V.67,2026-08-14,7533 SHAWN SCOTT RUN,The Village of Waters Edge,439711,251221,43
S13.4,2026-08-14,1934 PALO ALTO AVE,The Village Palo Alto,595000,251167,43
S28.148,2026-08-14,1232 BALLESTEROS DR,The Village Santiago,329621,251155,43
S833.365,2026-08-15,11325 STEWART LOOP,Oxford Oaks - Family Neighborhood,349555,251226,42
S69V.35,2026-08-15,6316 BERTUCCI AVE,The Village of Citrus Grove,359000,251216,42
L73V.71,2026-08-15,813 DONELIN CIR,The Village of Dabney,849000,251215,42
S117V.79,2026-08-15,2995 SENTELL ST,The Village of DeLuna,695000,251187,42
L49V.63,2026-08-15,6412 MCKNIGHT LOOP,The Village of Newell,640000,251229,42
S168.22,2026-08-15,1839 LAKE RIDGE DR,The Village of Pennecamp,950000,251100,42
L36.75,2026-08-15,3177 WEBSTER WAY,The Village of Pine Ridge,639000,250916,42
S229V.78,2026-08-15,7572 DANIEL HEARNS WAY,The Village of Shady Brook,370000,250852,42
S92.162,2026-08-15,1588 BELTON PL,The Village of Sunset Pointe,549900,251218,42
S156.15,2026-08-15,2111 ODESSA CIR,The Village of Tamarind Grove,1049000,251211,42
S23.119,2026-08-15,2002 SANTO DOMINGO DR,The Village Santo Domingo,574900,251225,42
L73V.79,2026-08-16,856 DONELIN CIR,The Village of Dabney,689900,251126,41
S79V.23,2026-08-16,1136 HOSLEY ST,The Village of Hawkins,565000,251174,41
L60V.84,2026-08-16,1604 ROWELL ST,The Village of Lake Denham,379000,251139,41
S650.57,2026-08-16,2452 UTICA WAY,The Village of Lynnhaven,268500,251238,41
S173V.15,2026-08-16,6298 KEENAN CT,The Village of Oak Hollow,875000,251199,41
S189V.13,2026-08-16,6680 BARBARA PL,The Village of Oak Hollow,356144,251182,41
S113V.8,2026-08-16,3102 MONUMENT WAY,The Village of Richmond,429900,251214,41
S142V.8,2026-08-16,4092 BOATWRIGHT AVE,The Village of Richmond,1200000,251198,41
S222V.100,2026-08-16,8005 JOEDY CARTER PATH,The Village of Shady Brook,475000,251195,41
L81.26,2026-08-16,1126 BERNARDO BLVD,The Village Del Mar,349900,251240,41
S114.90,2026-08-17,288 NORRIS WAY,The Village of Caroline,355000,251204,40
S706.50,2026-08-17,1402 BUNKER LN,The Village of Duval,295900,251242,40
S40.23,2026-08-18,3216 ATWOOD WAY,The Village of Belle Aire,847007,251247,39
S714.81,2026-08-18,1537 DOUBLE PALM PL,The Village of Duval,319900,251249,39
S89V.23,2026-08-18,5888 SANFORD ST,The Village of Hawkins,410000,251114,39
S221.151,2026-08-18,2090 IVEYWOOD ST,The Village of Hillsborough,329000,250635,39
S202V.31,2026-08-18,7890 KATIE KEITH LOOP,The Village of Moultrie Creek,849900,251170,39
S194.40,2026-08-18,4350 SPRINGDALE PATH,The Village of Osceola Hills,747700,251205,39
S103V.37,2026-08-18,4515 BIGGS PL,The Village of St. Johns,1425000,251248,39
S109.23,2026-08-18,1351 ELKO CT,The Village of Virginia Trace,424900,251222,39
S68V.27,2026-08-19,6248 DINGMAN WAY,The Village of Citrus Grove,439900,251260,38
S217V.57,2026-08-19,1734 JOHN BLAKE LN,The Village of Moultrie Creek,369900,251235,38
S182V.47,2026-08-19,1539 LITTLETON LN,The Village of Oak Hollow,825000,250734,38
L8.1929,2026-08-20,808 HIBISCUS DR,The Village of Country Club Hills,219800,251224,37
S120V.25,2026-08-20,3280 PIERLUISSI PATH,The Village of DeLuna,719000,251269,37
S39.265,2026-08-20,3599 WORTH CIR,The Village of Glenbrook,325000,251158,37
S88V.102,2026-08-20,1370 FRAZIER WAY,The Village of Hawkins,644444,251213,37
S226V.38,2026-08-20,7914 CARMEN RENE WAY,The Village of Shady Brook,449900,251232,37
S227V.7,2026-08-20,7602 FRANK DIPIETRO DR,The Village of Shady Brook,1230000,251203,37
S107.39,2026-08-20,1405 INMAN MILLS RD,The Village of Virginia Trace,999000,251243,37
S242V.16,2026-08-20,7230 CHERYL COOPER TRL,The Village of Waters Edge,985000,251255,37
S71.197,2026-08-20,756 PINE HILLS PL,The Village of Winifred,412000,250911,37
S78.60,2026-08-21,423 FAIRMOUNT CT,The Village of Belvedere,399000,251261,36
S136.124,2026-08-21,996 BAISLEY TRL,The Village of Bonita,769900,251022,36
S955.5,2026-08-21,2545 ALCADE PL,The Village of Collier,324900,251091,36
S136V.9,2026-08-21,4132 SILVANA WAY,The Village of DeLuna,299000,251283,36
S205.188,2026-08-21,1284 ZOMBAR PL,The Village of Fernandina,565000,251289,36
S213.44,2026-08-21,3036 RANCHWOOD TER,The Village of Gilchrist,489000,251197,36
L64V.9,2026-08-21,7183 KURT PL,The Village of Lake Denham,1115000,251270,36
S721.34,2026-08-21,5621 LAINE TER,The Village of McClure,329316,251281,36
S951.41,2026-08-21,2412 UPTON ST,The Village of Pinellas,319319,251250,36
